pojemnosc_baku,marka,moc,spalanie
23,audi,791,11
72,mitsubishi,377,6
67,mercedes,370,13
45,pontiac,606,6
41,mitsubishi,691,7
25,skoda,889,7
39,pontiac,836,8
22,porsche,764,16
84,ferrari,426,15
33,mitsubishi,543,9
84,ferrari,79,11
45,toyota,580,8
79,skoda,1000,8
99,pontiac,338,15
79,mercedes,751,5
26,skoda,505,18
64,mitsubishi,341,11
74,mercedes,570,15
24,toyota,944,13
56,mercedes,694,12
85,ferrari,493,9
90,mercedes,993,10
46,porsche,828,14
79,volkswagen,446,6
69,mitsubishi,462,8
98,mitsubishi,284,16
89,skoda,240,8
26,mitsubishi,242,8
86,volkswagen,211,14
87,toyota,745,20
33,toyota,681,7
38,mercedes,237,12
66,porsche,532,10
84,mitsubishi,390,17
62,porsche,378,14
66,audi,281,19
35,mercedes,338,11
91,toyota,211,11
68,volkswagen,187,15
50,ferrari,748,11
94,mercedes,90,14
69,skoda,761,15
92,volkswagen,730,6
22,volkswagen,504,6
89,porsche,722,16
51,volkswagen,444,9
37,ferrari,489,18
76,mitsubishi,137,16
23,toyota,788,12
95,skoda,383,14
64,toyota,710,12
49,skoda,582,20
85,volkswagen,179,11
33,mercedes,367,12
41,mitsubishi,137,9
69,mercedes,850,18
71,mitsubishi,575,8
56,mercedes,245,8
61,ferrari,224,16
96,volkswagen,893,18
64,mitsubishi,679,14
31,audi,748,14
38,toyota,90,17
76,toyota,171,14
79,skoda,285,10
79,audi,887,5
76,skoda,536,15
58,pontiac,673,13
52,pontiac,497,15
26,ferrari,224,20
38,mitsubishi,64,6
35,audi,450,13
63,mitsubishi,878,12
70,audi,854,8
49,porsche,636,11
52,ferrari,928,16
80,ferrari,586,5
55,mercedes,984,18
26,audi,904,6
88,mitsubishi,663,9
76,volkswagen,541,17
95,skoda,138,9
73,ferrari,748,7
34,volkswagen,853,11
33,mitsubishi,986,12
65,mercedes,178,8
50,mitsubishi,881,12
55,ferrari,945,17
73,skoda,590,18
97,mercedes,631,8
81,mercedes,697,9
63,toyota,875,11
43,audi,528,8
37,porsche,587,20
98,audi,672,8
51,porsche,733,8
88,audi,323,12
68,mercedes,184,10
57,mitsubishi,302,14
83,mercedes,850,11
85,mitsubishi,575,20
89,volkswagen,76,10
93,mercedes,367,12
49,skoda,280,19
70,pontiac,836,10
67,volkswagen,558,8
81,pontiac,364,14
40,ferrari,372,11
87,volkswagen,573,18
59,mercedes,90,19
81,volkswagen,834,19
54,audi,849,15
46,porsche,627,19
85,audi,658,9
30,ferrari,414,20
46,mitsubishi,879,14
53,mercedes,154,18
31,audi,724,6
79,porsche,895,6
47,toyota,891,5
42,ferrari,128,15
70,porsche,160,7
70,mitsubishi,410,17
48,volkswagen,140,16
92,mitsubishi,274,12
71,ferrari,643,16
75,toyota,308,7
60,audi,896,12
24,toyota,964,18
91,toyota,553,13
43,porsche,820,12
59,pontiac,774,14
59,toyota,349,11
34,mercedes,568,7
84,audi,170,9
63,mercedes,204,8
84,mitsubishi,909,14
82,porsche,580,17
47,skoda,451,14
92,ferrari,683,17
42,mercedes,422,8
60,mercedes,184,11
39,mitsubishi,174,20
100,ferrari,480,8
40,skoda,207,14
58,porsche,959,10
89,volkswagen,925,12
56,skoda,307,7
70,volkswagen,476,10
72,audi,292,11
29,mercedes,284,13
34,mercedes,829,7
52,audi,778,18
77,porsche,823,17
65,audi,682,15
38,toyota,462,20
75,mitsubishi,87,10
45,mercedes,269,9
81,volkswagen,825,10
79,volkswagen,317,19
23,skoda,990,16
45,mercedes,539,11
81,mitsubishi,834,10
76,ferrari,696,9
82,porsche,318,17
76,pontiac,322,6
83,mitsubishi,721,14
85,audi,79,8
23,volkswagen,178,12
74,mercedes,249,15
72,volkswagen,973,18
56,audi,973,20
83,skoda,771,17
51,ferrari,633,15
97,porsche,814,7
40,toyota,685,15
69,audi,564,16
23,ferrari,288,19
25,ferrari,430,17
95,audi,791,14
55,mitsubishi,926,6
65,ferrari,258,12
31,mitsubishi,558,5
36,skoda,193,8
88,ferrari,781,10
69,audi,154,15
52,skoda,629,16
67,porsche,249,19
89,skoda,472,9
27,audi,91,14
22,mitsubishi,591,14
78,ferrari,206,11
56,audi,799,17
86,mitsubishi,424,18
98,mitsubishi,88,18
34,audi,701,17
43,ferrari,334,6
69,porsche,877,17
39,ferrari,293,10
58,ferrari,194,11
46,audi,102,10
88,porsche,884,7
73,pontiac,859,20
96,toyota,900,13
96,mercedes,557,20
26,audi,409,16
52,skoda,330,10
69,mercedes,558,11
35,audi,408,9
68,pontiac,508,6
80,ferrari,449,20
99,volkswagen,140,12
53,skoda,354,18
89,skoda,886,8
67,pontiac,791,9
97,mitsubishi,542,8
59,volkswagen,322,18
52,pontiac,840,16
42,volkswagen,240,16
68,porsche,682,9
76,volkswagen,907,8
82,volkswagen,367,13
85,volkswagen,52,9
45,mercedes,689,20
71,mercedes,762,17
64,mercedes,65,7
92,volkswagen,653,15
56,mercedes,283,15
27,audi,488,9
88,volkswagen,76,11
61,mitsubishi,477,18
81,porsche,840,17
53,toyota,176,10
86,mercedes,617,14
66,toyota,414,16
39,pontiac,566,12
55,porsche,533,5
57,toyota,160,5
21,volkswagen,990,18
55,pontiac,496,18
71,mitsubishi,94,13
87,mitsubishi,540,5
73,toyota,239,10
31,ferrari,894,12
81,skoda,844,7
53,volkswagen,734,14
21,mercedes,448,8
94,toyota,923,14
61,ferrari,884,7
66,volkswagen,215,19
27,pontiac,793,6
89,pontiac,533,19
87,toyota,469,10
38,porsche,439,10
38,ferrari,202,17
34,porsche,255,7
66,mitsubishi,289,17
51,toyota,895,15
22,audi,884,10
64,mitsubishi,963,7
87,audi,921,15
43,skoda,805,19
96,mitsubishi,466,16
88,volkswagen,349,11
62,skoda,868,11
99,skoda,228,10
27,mitsubishi,261,12
46,pontiac,916,11
47,volkswagen,990,6
62,toyota,456,8
45,toyota,829,8
38,skoda,229,19
72,audi,623,15
49,toyota,725,16
79,porsche,258,19
54,volkswagen,508,12
88,volkswagen,330,18
45,porsche,769,8
30,mercedes,120,17
24,toyota,187,12
41,porsche,816,6
85,pontiac,534,11
52,ferrari,349,10
26,skoda,252,9
24,pontiac,221,17
79,volkswagen,711,12
89,mercedes,230,17
66,volkswagen,748,12
81,pontiac,437,13
58,skoda,803,18
57,toyota,493,13
54,skoda,864,7
76,ferrari,877,15
61,mitsubishi,604,11
22,toyota,260,15
62,toyota,378,16
47,mitsubishi,847,17
77,pontiac,924,20
77,ferrari,655,7
35,mercedes,280,16
58,mitsubishi,948,9
58,toyota,981,11
28,toyota,830,9
81,skoda,484,6
34,mercedes,909,7
33,toyota,531,16
59,ferrari,407,18
59,ferrari,118,16
21,toyota,323,18
46,audi,520,13
32,porsche,258,12
70,porsche,907,18
49,pontiac,775,12
84,mitsubishi,773,6
20,mercedes,928,20
21,mitsubishi,632,17
96,pontiac,401,13
46,skoda,621,7
51,porsche,774,19
32,mercedes,781,17
43,audi,502,8
27,pontiac,379,7
30,porsche,482,17
71,ferrari,302,12
46,ferrari,806,17
32,pontiac,760,19
98,mercedes,752,6
33,toyota,930,13
89,pontiac,806,7
83,mitsubishi,210,7
30,audi,616,18
57,volkswagen,800,10
44,porsche,677,20
49,audi,461,17
59,audi,703,19
46,mitsubishi,591,9
54,mercedes,788,7
78,pontiac,859,10
54,porsche,481,18
97,porsche,656,16
92,pontiac,639,11
87,porsche,768,20
75,volkswagen,768,11
81,ferrari,694,16
21,volkswagen,734,11
37,skoda,91,9
88,skoda,826,8
60,volkswagen,145,9
96,volkswagen,288,8
21,volkswagen,823,13
47,volkswagen,96,13
83,volkswagen,94,17
22,porsche,526,13
23,porsche,731,18
33,mercedes,638,7
64,volkswagen,100,14
63,pontiac,219,6
57,porsche,510,16
73,toyota,577,11
97,porsche,555,6
28,pontiac,148,7
94,mitsubishi,472,9
61,skoda,491,15
25,ferrari,781,10
93,skoda,753,19
77,ferrari,812,14
97,mercedes,525,6
81,mercedes,727,14
60,ferrari,168,13
70,skoda,539,18
29,porsche,405,9
84,toyota,744,9
86,toyota,450,18
34,mercedes,556,11
27,audi,458,12
52,volkswagen,247,16
78,toyota,738,7
85,ferrari,722,9
81,mitsubishi,87,6
38,toyota,826,7
87,mercedes,496,20
24,volkswagen,958,15
84,mitsubishi,905,16
47,toyota,135,16
99,porsche,871,6
58,audi,439,19
68,audi,627,16
89,volkswagen,435,20
88,pontiac,364,9
98,mercedes,70,8
54,mercedes,411,7
75,ferrari,715,10
82,toyota,423,13
51,skoda,927,10
100,pontiac,353,9
84,volkswagen,609,14
98,pontiac,444,8
89,volkswagen,512,18
87,mercedes,936,16
80,skoda,174,18
61,ferrari,682,13
55,audi,506,13
43,toyota,178,6
91,pontiac,266,6
22,porsche,528,18
45,skoda,842,6
26,volkswagen,919,6
53,mercedes,899,8
87,toyota,302,10
43,mitsubishi,745,6
90,toyota,419,17
97,toyota,719,17
58,mitsubishi,543,15
68,pontiac,460,14
25,toyota,127,15
49,volkswagen,221,15
62,pontiac,852,13
22,porsche,991,8
85,volkswagen,445,16
23,ferrari,992,8
96,skoda,441,18
68,mitsubishi,380,20
61,mercedes,330,13
29,audi,928,7
43,volkswagen,483,6
34,pontiac,695,6
45,pontiac,798,19
58,toyota,546,8
87,skoda,804,10
21,mercedes,838,11
74,mercedes,486,14
41,mercedes,709,9
34,skoda,449,6
28,audi,236,19
31,porsche,785,10
31,audi,549,8
44,porsche,825,6
83,skoda,422,10
32,volkswagen,344,12
91,mercedes,500,9
81,mitsubishi,109,16
46,porsche,422,6
98,mitsubishi,699,18
86,mercedes,373,5
90,ferrari,203,15
23,pontiac,977,10
78,mercedes,202,19
51,porsche,138,12
82,toyota,164,5
63,volkswagen,629,14
39,mercedes,899,19
63,toyota,229,6
86,mercedes,922,15
22,toyota,103,19
31,mercedes,616,10
84,mercedes,928,9
26,audi,286,16
88,toyota,507,12
47,mitsubishi,189,18
25,skoda,812,9
61,pontiac,237,5
20,skoda,964,14
87,ferrari,341,5
60,skoda,348,15
45,volkswagen,723,10
41,toyota,513,19
57,mitsubishi,324,19
28,skoda,632,16
91,audi,448,19
44,audi,658,5
98,mitsubishi,374,18
77,ferrari,483,6
43,pontiac,886,10
80,skoda,573,14
27,audi,230,19
55,volkswagen,457,6
77,mercedes,884,10
52,ferrari,491,5
20,mercedes,937,8
98,mitsubishi,954,10
91,volkswagen,891,8
52,skoda,711,12
34,skoda,201,10
72,mercedes,780,6
31,mercedes,163,10
74,audi,959,19
28,skoda,377,15
53,toyota,279,11
25,ferrari,728,16
51,pontiac,580,5
47,audi,964,11
84,audi,459,19
40,skoda,836,11
37,audi,684,10
50,pontiac,538,9
67,mercedes,520,9
35,audi,157,16
59,ferrari,781,16
28,volkswagen,979,14
86,porsche,539,19
65,audi,376,8
29,volkswagen,359,12
35,volkswagen,424,6
75,ferrari,406,10
35,volkswagen,693,17
85,toyota,469,10
61,ferrari,807,6
51,audi,328,18
89,porsche,583,16
45,ferrari,600,12
92,porsche,607,11
86,mitsubishi,435,20
85,ferrari,993,10
96,porsche,92,19
79,mitsubishi,602,9
59,mercedes,360,15
38,porsche,653,6
34,skoda,123,14
57,toyota,978,8
29,mercedes,901,8
85,audi,704,7
94,toyota,646,13
65,toyota,393,17
56,pontiac,509,15
93,toyota,890,8
35,pontiac,933,5
74,mercedes,495,14
44,mitsubishi,201,7
52,pontiac,615,11
35,skoda,778,10
73,volkswagen,799,9
66,audi,447,17
56,skoda,999,6
43,skoda,244,11
81,pontiac,817,18
64,toyota,157,6
54,ferrari,84,20
46,porsche,643,6
46,skoda,148,19
97,mercedes,263,19
45,ferrari,404,12
21,mitsubishi,151,12
56,volkswagen,333,9
35,ferrari,646,10
36,toyota,528,9
40,ferrari,648,12
71,ferrari,193,14
80,ferrari,584,8
33,pontiac,474,9
67,porsche,593,19
33,porsche,228,14
74,mercedes,134,12
44,volkswagen,923,5
74,mitsubishi,500,7
60,audi,766,11
67,porsche,848,16
83,porsche,167,9
26,porsche,238,20
58,mercedes,363,16
25,audi,209,15
69,skoda,591,13
60,ferrari,913,13
64,ferrari,530,10
26,audi,552,10
22,mitsubishi,792,18
41,ferrari,811,6
95,porsche,758,14
74,porsche,174,10
92,pontiac,432,12
63,mitsubishi,726,9
68,mercedes,295,16
49,toyota,100,19
96,audi,148,15
57,audi,439,19
71,mitsubishi,238,12
99,toyota,519,18
92,mercedes,945,18
89,mitsubishi,481,7
88,mitsubishi,631,12
93,mercedes,811,15
81,mitsubishi,153,5
83,pontiac,111,5
77,porsche,754,20
53,mercedes,971,20
96,audi,897,17
31,toyota,327,12
53,mitsubishi,71,8
34,ferrari,524,11
97,mercedes,997,12
93,mercedes,632,13
26,pontiac,743,18
71,volkswagen,327,15
94,pontiac,466,14
67,skoda,464,18
71,porsche,431,10
51,skoda,241,9
47,toyota,890,11
93,audi,898,18
21,mitsubishi,130,15
85,ferrari,973,7
57,volkswagen,680,16
34,volkswagen,470,13
77,audi,686,5
52,ferrari,943,17
43,audi,145,18
35,volkswagen,714,10
77,mercedes,192,12
95,mitsubishi,121,10
94,porsche,64,16
58,pontiac,428,14
21,volkswagen,146,18
40,pontiac,637,6
61,ferrari,508,14
21,mitsubishi,289,7
89,skoda,824,9
88,mercedes,627,20
94,mercedes,196,6
40,volkswagen,711,8
42,skoda,596,13
60,audi,491,10
91,ferrari,306,19
97,volkswagen,799,16
70,volkswagen,888,9
88,audi,786,16
99,mercedes,678,19
64,audi,390,8
85,skoda,814,15
25,porsche,139,15
73,mercedes,942,17
79,porsche,671,12
33,mitsubishi,882,13
65,audi,624,11
78,pontiac,787,18
98,pontiac,243,10
40,mitsubishi,322,18
62,skoda,884,12
20,skoda,641,12
85,toyota,72,14
96,audi,986,17
61,ferrari,504,19
84,audi,779,9
78,porsche,634,12
51,toyota,834,14
59,pontiac,415,12
71,skoda,904,12
28,pontiac,801,16
44,skoda,321,9
61,audi,72,14
43,mercedes,462,8
64,porsche,238,15
59,skoda,699,10
96,pontiac,506,11
65,skoda,218,12
61,mercedes,382,9
30,pontiac,576,13
93,ferrari,457,13
61,skoda,525,9
93,pontiac,960,12
61,mercedes,328,6
77,volkswagen,649,19
58,mercedes,424,7
25,toyota,501,14
61,audi,896,8
100,mitsubishi,94,12
63,ferrari,428,9
32,skoda,627,19
89,audi,441,14
49,toyota,959,11
25,volkswagen,358,14
86,ferrari,605,16
44,pontiac,579,7
25,pontiac,834,5
54,ferrari,337,16
27,porsche,887,11
65,toyota,659,11
73,toyota,272,13
40,audi,642,16
91,pontiac,898,17
88,audi,948,15
37,mitsubishi,597,8
25,skoda,191,16
59,audi,212,13
33,mitsubishi,63,20
42,mercedes,271,18
30,audi,76,15
55,skoda,366,7
90,skoda,534,12
44,porsche,529,8
56,volkswagen,669,9
48,mercedes,827,8
42,toyota,575,15
59,porsche,557,10
21,volkswagen,324,16
87,skoda,155,19
66,volkswagen,805,6
57,skoda,497,11
38,porsche,851,11
33,porsche,637,6
53,mitsubishi,928,18
61,ferrari,474,17
57,pontiac,608,6
51,mercedes,666,18
69,skoda,182,12
96,toyota,949,11
54,mercedes,963,7
71,skoda,471,16
29,audi,544,8
90,volkswagen,70,17
69,skoda,52,13
50,mercedes,597,10
44,skoda,794,18
77,toyota,239,19
76,audi,781,16
85,toyota,349,5
98,mitsubishi,712,15
27,volkswagen,761,13
30,skoda,743,13
60,mitsubishi,622,20
66,volkswagen,709,9
44,mitsubishi,566,18
47,toyota,906,13
37,porsche,330,20
74,toyota,583,10
67,porsche,525,13
99,porsche,810,7
82,pontiac,660,20
61,mitsubishi,404,11
35,skoda,268,16
34,porsche,559,8
60,pontiac,367,19
61,toyota,452,9
53,toyota,804,19
53,mercedes,836,9
32,audi,583,5
68,pontiac,797,11
34,mitsubishi,471,10
98,audi,616,12
75,pontiac,338,8
71,ferrari,710,17
97,mercedes,253,6
75,audi,962,7
57,mitsubishi,281,12
20,audi,207,9
94,porsche,981,13
22,skoda,213,13
77,toyota,172,15
91,audi,241,7
44,audi,85,6
82,mercedes,441,9
94,mitsubishi,579,16
92,toyota,416,17
82,toyota,512,6
86,mercedes,193,7
83,mitsubishi,398,13
71,mercedes,315,18
21,pontiac,443,16
81,audi,681,16
35,porsche,588,6
82,mercedes,402,14
76,skoda,817,6
55,porsche,404,11
29,pontiac,780,7
99,audi,373,16
31,mercedes,503,10
96,toyota,673,13
62,toyota,815,8
77,mercedes,869,6
56,toyota,775,5
56,skoda,335,8
46,skoda,205,7
60,mitsubishi,99,5
70,ferrari,821,10
62,skoda,494,15
44,porsche,865,14
28,skoda,556,14
26,toyota,899,11
69,pontiac,922,14
66,skoda,919,6
87,porsche,342,10
95,skoda,360,15
48,skoda,91,12
29,ferrari,605,14
29,toyota,121,16
79,ferrari,113,14
93,toyota,971,16
21,audi,989,16
92,skoda,473,16
57,porsche,490,8
55,pontiac,508,13
63,mitsubishi,297,7
38,audi,878,5
97,audi,543,19
91,mercedes,404,15
33,pontiac,65,15
22,audi,324,6
96,volkswagen,569,19
35,mercedes,565,11
26,pontiac,451,18
86,mitsubishi,715,16
75,toyota,157,15
42,mitsubishi,680,6
91,ferrari,962,12
89,volkswagen,277,12
85,mercedes,69,16
89,ferrari,205,20
90,audi,847,14
40,pontiac,174,8
76,porsche,899,10
72,pontiac,452,13
78,mitsubishi,924,9
48,mitsubishi,247,19
60,ferrari,249,19
44,porsche,413,19
50,mitsubishi,617,17
45,toyota,720,9
35,pontiac,510,16
53,audi,738,19
46,mercedes,89,6
83,pontiac,773,16
77,mercedes,401,16
39,skoda,497,13
30,audi,396,11
46,toyota,889,8
20,pontiac,153,17
67,mitsubishi,598,11
43,pontiac,660,5
49,audi,511,17
86,volkswagen,366,11
76,volkswagen,727,6
84,pontiac,190,16
84,mitsubishi,496,11
65,mercedes,642,14
64,mitsubishi,850,10
78,toyota,122,13
77,mitsubishi,593,14
57,mitsubishi,947,19
67,skoda,182,13
84,pontiac,791,9
71,pontiac,572,19
56,mercedes,279,11
27,pontiac,522,17
59,pontiac,611,12
67,pontiac,73,11
33,porsche,828,14
82,volkswagen,663,10
35,pontiac,301,17
74,ferrari,303,16
90,mitsubishi,618,18
76,skoda,966,6
48,volkswagen,556,18
91,volkswagen,702,18
57,porsche,785,15
60,ferrari,942,11
52,pontiac,427,17
82,volkswagen,208,8
66,porsche,789,7
83,audi,520,9
24,mercedes,413,15
83,toyota,896,6
21,mitsubishi,150,7
80,mercedes,918,7
62,skoda,730,8
44,volkswagen,289,7
88,audi,491,8
61,ferrari,902,7
42,toyota,803,7
74,skoda,805,9
61,toyota,705,7
26,mitsubishi,110,18
82,pontiac,938,20
69,skoda,739,7
79,pontiac,174,17
87,mercedes,96,18
80,pontiac,607,9
93,pontiac,845,6
23,mercedes,150,6
21,volkswagen,878,18
95,ferrari,293,9
40,mercedes,847,11
65,toyota,123,9
68,skoda,946,11
91,porsche,860,9
20,porsche,637,7
81,ferrari,733,19
30,porsche,763,10
58,mitsubishi,960,8
68,skoda,335,5
71,mitsubishi,981,7
66,volkswagen,545,17
65,audi,146,8
86,ferrari,89,15
40,ferrari,486,16
49,ferrari,431,7
25,mitsubishi,201,5
43,ferrari,515,9
22,toyota,585,11
26,porsche,425,8
21,skoda,648,7
49,ferrari,358,15
31,volkswagen,843,6
24,mitsubishi,182,14
37,ferrari,399,14
75,toyota,767,14
29,mitsubishi,109,7
70,volkswagen,177,17
63,toyota,638,9
71,volkswagen,553,6
82,mitsubishi,771,13
54,volkswagen,870,13
88,mercedes,273,9
50,mercedes,681,6
84,volkswagen,742,7
83,audi,473,12
95,skoda,720,19
36,mitsubishi,79,18
98,pontiac,217,9
54,mitsubishi,980,16
33,ferrari,526,17
94,mercedes,387,6
31,skoda,82,11
78,audi,786,11
76,skoda,442,18
100,toyota,974,9
35,mitsubishi,796,14
64,pontiac,150,7
90,mercedes,378,11
92,skoda,469,11
66,audi,663,10
65,skoda,275,16
40,audi,925,20
78,skoda,554,9
38,mercedes,263,12
29,mercedes,642,6
96,ferrari,146,17
23,toyota,103,16
47,porsche,338,10
55,toyota,335,17
45,pontiac,793,7
70,pontiac,883,5
66,pontiac,227,10
58,toyota,569,14
28,ferrari,561,18
90,audi,297,6
64,pontiac,405,18
29,volkswagen,599,15
41,mercedes,886,20
67,volkswagen,304,17
86,volkswagen,797,15
40,ferrari,993,8
27,volkswagen,645,15
41,porsche,458,14
94,volkswagen,631,15
75,mitsubishi,664,18
21,ferrari,73,14
67,skoda,388,16
57,mercedes,621,12
69,toyota,278,18
75,porsche,306,18
46,audi,775,12
85,volkswagen,216,14
73,toyota,367,12
66,skoda,898,15
46,mitsubishi,302,11
74,volkswagen,121,6
54,porsche,120,9
55,audi,436,19
67,audi,882,9
81,toyota,855,6
35,porsche,75,15
22,audi,303,13
92,pontiac,164,19
20,skoda,695,14
91,audi,200,18
69,mitsubishi,272,13
97,volkswagen,623,9
49,porsche,72,15
68,pontiac,480,9
69,pontiac,703,9
23,pontiac,236,15
71,mitsubishi,441,9
74,pontiac,896,7
76,ferrari,681,13
85,mitsubishi,144,15
55,mitsubishi,293,19
44,skoda,457,9
28,skoda,408,19
54,toyota,535,13
35,mercedes,447,15
28,ferrari,996,7
94,porsche,742,10
44,toyota,83,7
62,volkswagen,332,17
78,mitsubishi,981,17
81,mitsubishi,943,9
82,porsche,421,13
35,toyota,610,7
48,volkswagen,681,18
58,skoda,334,19
39,porsche,469,20
64,volkswagen,946,13
33,mitsubishi,847,13
66,ferrari,214,8
23,pontiac,403,10
70,audi,997,18
62,ferrari,867,9
87,skoda,333,19
89,volkswagen,151,17
75,toyota,740,9
36,mitsubishi,707,18
69,volkswagen,264,18
61,audi,225,19
56,mitsubishi,66,9
41,mercedes,104,16
54,ferrari,71,8
83,volkswagen,507,18
60,audi,589,12
66,mitsubishi,901,12
78,audi,552,11
82,skoda,947,17
48,mitsubishi,225,17
80,toyota,317,11
66,ferrari,164,17
99,ferrari,816,18
78,ferrari,853,10
44,audi,871,7
66,mitsubishi,444,12
57,pontiac,292,8
63,toyota,598,15
68,pontiac,601,11
68,toyota,285,17
97,audi,456,13
96,skoda,681,19
27,porsche,643,16
51,volkswagen,315,5
36,ferrari,729,19
81,audi,437,9
76,skoda,364,16
87,skoda,450,8
68,volkswagen,155,9
63,audi,469,18
52,pontiac,246,5
88,toyota,811,8
97,ferrari,301,14
35,pontiac,797,13
87,volkswagen,455,5
81,skoda,852,16
68,skoda,346,13
94,porsche,320,12
40,porsche,668,8
68,skoda,609,11
89,volkswagen,521,5
76,pontiac,846,13
84,toyota,264,10
74,toyota,785,12
74,audi,707,17
87,volkswagen,532,11
98,volkswagen,624,12
48,volkswagen,432,16
21,mercedes,388,11
22,mitsubishi,453,14
71,porsche,595,7
63,mercedes,963,9
43,ferrari,139,14
32,mercedes,679,12
78,audi,572,8
26,volkswagen,51,10
26,skoda,278,13
24,toyota,204,11
49,porsche,984,8
49,porsche,414,13
32,toyota,570,19
78,ferrari,188,12
92,mitsubishi,221,17
63,audi,453,7
79,ferrari,758,19
65,mercedes,170,14
98,porsche,630,5
71,pontiac,709,16
38,pontiac,83,12
26,audi,158,9
30,mitsubishi,956,19
27,volkswagen,106,13
49,mitsubishi,583,15
27,porsche,881,11
26,toyota,597,20
62,skoda,724,13
92,pontiac,151,7
57,porsche,842,9
62,pontiac,361,16
84,skoda,553,13
58,toyota,129,9
78,toyota,371,6
68,mercedes,456,12
81,mitsubishi,515,18
23,mercedes,595,20
45,porsche,168,6
68,volkswagen,150,20
43,pontiac,129,19
67,skoda,288,12
86,porsche,162,16
